id,num_orders
1028232,113
1127204,143
1212707,123
1082698,49
1400926,37
1284113,214
1197966,268
1132739,150
1057981,79
1095932,94
1454421,123
1149765,190
1166964,354
1010949,293
1409575,20
1181616,22
1456020,233
1264395,222
1472931,89
1412015,80
1461229,143
1014564,209
1485914,72
1345389,77
1006833,138
1174921,18
1175393,22
1152412,19
1497398,24
1363486,22
1366766,32
1192413,16
1319547,198
1337684,88
1479766,107
1460444,1881
1139730,785
1115056,362
1335827,151
1385333,734
1096323,806
1230693,827
1027016,155
1181520,104
1306234,205
1271440,1128
1269834,527
1176823,1076
1193098,115
1034878,84
1010243,132
1451807,120
1016845,138
1198021,161
1413802,94
1231223,97
1274226,761
1425142,601
1211593,273
1419190,43
1180223,66
1194932,137
1323477,217
1371595,229
1171521,178
1052384,209
1060921,82
1261811,172
1246502,256
1497466,438
1232717,55
1136112,45
1196334,496
1349533,263
1463406,299
1447686,223
1336105,119
1012855,408
1180646,389
1062490,197
1098228,1615
1101375,892
1400016,467
1439889,59
1408468,100
1044490,66
1290002,853
1190633,746
1040430,880
1049366,98
1224120,130
1293810,207
1197335,752
1323989,558
1129467,952
1229328,51
1164395,57
1217722,49
1171266,98
1024905,69
1343027,89
1141892,70
1302404,59
1170447,587
1140772,766
1103484,251
1387134,23
1117711,19
1472121,30
1289523,307
1091114,394
1043572,578
1103283,205
1265051,123
1168741,92
1052776,130
1206564,176
1302153,340
1083754,42
1097952,30
1251605,32
1333032,381
1086936,238
1088412,170
1236400,42
1244516,108
1380381,62
1495062,440
1439647,293
1019214,222
1316160,727
1022008,485
1138248,315
1052922,39
1181474,80
1046475,44
1216688,353
1067565,528
1008328,325
1430287,139
1406716,156
1105380,137
1248694,491
1252163,282
1443474,482
1033716,70
1300295,68
1311882,58
1257968,52
1226362,131
1030655,104
1210527,56
1278927,56
1232239,56
1133067,386
1382522,512
1219136,310
1498130,26
1251629,33
1032092,27
1249865,158
1207630,201
1144733,187
1436768,52
1148964,39
1237346,141
1206015,60
1105113,213
1430481,34
1001589,112
1224132,56
1074380,311
1097109,367
1211246,150
1390579,312
1473058,302
1186964,108
1222837,48
1342393,78
1170472,273
1170791,297
1046653,319
1195179,127
1332509,131
1438300,144
1435748,522
1052668,261
1227060,382
1342252,86
1143109,61
1394807,121
1448374,48
1028680,116
1079691,79
1402079,47
1424446,53
1133297,361
1076214,671
1173823,359
1488584,17
1072892,25
1277491,18
1290868,194
1048888,248
1138141,266
1473125,33
1196726,26
1179278,26
1282305,65
1359903,54
1355143,108
1095889,39
1250665,135
1426610,44
1390104,340
1051519,388
1337584,152
1332667,2723
1075942,1261
1109804,594
1316684,105
1248315,193
1113611,114
1110867,954
1247289,956
1022953,1665
1160081,90
1120430,139
1487280,235
1020081,2024
1329551,916
1137610,1646
1072530,234
1115708,268
1203532,138
1494216,316
1116374,339
1032497,171
1413930,175
1136118,167
1254872,118
1398257,1106
1364001,1195
1369843,383
1379360,94
1442044,68
1285290,85
1129707,453
1086750,482
1147262,595
1025605,208
1414158,202
1082079,152
1467510,185
1374892,235
1171352,637
1213246,82
1279131,64
1256386,81
1234220,1662
1008206,534
1267686,407
1470186,117
1233312,252
1279379,121
1431703,480
1339938,401
1010552,309
1237947,824
1175098,527
1066074,203
1045918,62
1226081,44
1148633,435
1441429,506
1291804,434
1305194,101
1327840,111
1320801,172
1467101,254
1473989,236
1466330,413
1390856,36
1120639,57
1279275,61
1166120,83
1128404,63
1252491,38
1328056,418
1452353,397
1353276,139
1297182,18
1469299,27
1129687,181
1362599,378
1245170,490
1098570,40
1452600,26
1194207,30
1023619,78
1254600,129
1157094,202
1165391,31
1131248,28
1383646,160
1288250,91
1476141,82
1401237,45
1383510,80
1433607,44
1098207,223
1453624,283
1089046,116
1306954,1938
1413179,932
1379869,531
1037218,97
1247919,203
1097438,140
1441938,885
1060769,947
1409283,1060
1397517,124
1220386,105
1297481,280
1309280,896
1013813,715
1087803,1302
1256077,107
1328392,75
1197947,130
1134877,162
1149222,119
1321757,189
1364052,151
1346914,81
1343936,721
1284997,996
1443980,270
1272226,51
1267791,32
1049345,69
1300007,496
1220471,647
1486124,606
1183373,154
1076787,154
1218918,91
1351627,180
1333350,314
1312936,425
1477543,49
1408514,31
1256773,40
