id,num_orders
1028232,221
1127204,248
1212707,237
1082698,100
1400926,84
1284113,359
1197966,429
1132739,276
1057981,139
1095932,189
1454421,259
1149765,344
1166964,546
1010949,446
1409575,37
1181616,56
1456020,379
1264395,416
1472931,194
1412015,162
1461229,227
1014564,370
1485914,153
1345389,164
1006833,237
1174921,42
1175393,42
1152412,48
1497398,56
1363486,46
1366766,83
1192413,46
1319547,341
1337684,213
1479766,276
1460444,2208
1139730,1015
1115056,529
1335827,250
1385333,1033
1096323,1099
1230693,1154
1027016,227
1181520,181
1306234,302
1271440,1502
1269834,634
1176823,1364
1193098,161
1034878,154
1010243,244
1451807,200
1016845,208
1198021,244
1413802,168
1231223,188
1274226,1002
1425142,889
1211593,423
1419190,90
1180223,123
1194932,229
1323477,359
1371595,386
1171521,264
1052384,300
1060921,171
1261811,251
1246502,325
1497466,584
1232717,93
1136112,90
1196334,563
1349533,380
1463406,390
1447686,320
1336105,222
1012855,668
1180646,581
1062490,376
1098228,2021
1101375,1028
1400016,614
1439889,129
1408468,187
1044490,127
1290002,1043
1190633,959
1040430,1254
1049366,202
1224120,216
1293810,344
1197335,1087
1323989,672
1129467,1120
1229328,98
1164395,117
1217722,120
1171266,179
1024905,143
1343027,166
1141892,152
1302404,120
1170447,868
1140772,1004
1103484,411
1387134,53
1117711,40
1472121,76
1289523,452
1091114,574
1043572,768
1103283,312
1265051,199
1168741,209
1052776,242
1206564,285
1302153,490
1083754,77
1097952,63
1251605,61
1333032,568
1086936,376
1088412,283
1236400,90
1244516,196
1380381,154
1495062,587
1439647,446
1019214,431
1316160,988
1022008,598
1138248,445
1052922,88
1181474,139
1046475,101
1216688,527
1067565,766
1008328,577
1430287,240
1406716,283
1105380,241
1248694,702
1252163,352
1443474,663
1033716,128
1300295,135
1311882,110
1257968,115
1226362,203
1030655,194
1210527,117
1278927,106
1232239,108
1133067,531
1382522,696
1219136,503
1498130,60
1251629,65
1032092,59
1249865,258
1207630,282
1144733,311
1436768,77
1148964,66
1237346,316
1206015,115
1105113,311
1430481,57
1001589,173
1224132,138
1074380,470
1097109,604
1211246,291
1390579,433
1473058,417
1186964,166
1222837,109
1342393,160
1170472,365
1170791,460
1046653,452
1195179,209
1332509,229
1438300,241
1435748,837
1052668,365
1227060,520
1342252,165
1143109,122
1394807,195
1448374,111
1028680,200
1079691,150
1402079,99
1424446,106
1133297,505
1076214,875
1173823,489
1488584,41
1072892,45
1277491,41
1290868,256
1048888,312
1138141,370
1473125,81
