id,num_orders
1028232,124
1127204,145
1212707,126
1082698,58
1400926,37
1284113,195
1197966,256
1132739,179
1057981,71
1095932,102
1454421,137
1149765,185
1166964,343
1010949,280
1409575,25
1181616,28
1456020,259
1264395,227
1472931,77
1412015,97
1461229,131
1014564,204
1485914,82
1345389,91
1006833,144
1174921,20
1175393,21
1152412,19
1497398,26
1363486,24
1366766,41
1192413,21
1319547,206
1337684,83
1479766,150
1460444,1759
1139730,913
1115056,358
1335827,170
1385333,778
1096323,810
1230693,806
1027016,150
1181520,107
1306234,199
1271440,1090
1269834,507
1176823,950
1193098,120
1034878,88
1010243,145
1451807,158
1016845,132
1198021,151
1413802,107
1231223,110
1274226,742
1425142,589
1211593,270
1419190,52
1180223,70
1194932,141
1323477,229
1371595,237
1171521,173
1052384,199
1060921,109
1261811,176
1246502,282
1497466,526
1232717,58
1136112,48
1196334,568
1349533,278
1463406,289
1447686,224
1336105,146
1012855,372
1180646,347
1062490,260
1098228,1593
1101375,959
1400016,433
1439889,72
1408468,94
1044490,70
1290002,825
1190633,746
1040430,932
1049366,122
1224120,130
1293810,213
1197335,721
1323989,528
1129467,912
1229328,53
1164395,71
1217722,60
1171266,107
1024905,86
1343027,118
1141892,86
1302404,72
1170447,605
1140772,743
1103484,203
1387134,26
1117711,25
1472121,33
1289523,339
1091114,402
1043572,569
1103283,184
1265051,123
1168741,116
1052776,142
1206564,176
1302153,359
1083754,45
1097952,32
1251605,38
1333032,484
1086936,274
1088412,193
1236400,56
1244516,111
1380381,78
1495062,367
1439647,262
1019214,257
1316160,673
1022008,442
1138248,301
1052922,45
1181474,80
1046475,51
1216688,343
1067565,571
1008328,384
1430287,142
1406716,168
1105380,149
1248694,400
1252163,268
1443474,474
1033716,78
1300295,69
1311882,58
1257968,60
1226362,146
1030655,118
1210527,63
1278927,51
1232239,54
1133067,386
1382522,472
1219136,249
1498130,31
1251629,37
1032092,31
1249865,151
1207630,188
1144733,187
1436768,52
1148964,38
1237346,174
1206015,68
1105113,227
1430481,33
1001589,107
1224132,68
1074380,313
1097109,405
1211246,184
1390579,285
1473058,354
1186964,123
1222837,57
1342393,94
1170472,274
1170791,340
1046653,316
1195179,121
1332509,144
1438300,147
1435748,510
1052668,275
1227060,378
1342252,99
1143109,60
1394807,119
1448374,53
1028680,129
1079691,86
1402079,53
1424446,52
1133297,349
1076214,675
1173823,318
1488584,25
1072892,27
1277491,23
1290868,177
1048888,233
1138141,278
1473125,43
1196726,32
1179278,31
1282305,64
1359903,66
1355143,134
1095889,47
1250665,124
1426610,58
1390104,374
1051519,443
1337584,184
1332667,2697
1075942,1219
1109804,612
1316684,113
1248315,202
1113611,114
1110867,904
1247289,995
1022953,1681
1160081,103
1120430,145
1487280,231
1020081,2029
1329551,909
1137610,1711
1072530,210
1115708,216
1203532,125
1494216,319
1116374,380
1032497,188
1413930,189
1136118,158
1254872,125
1398257,1123
1364001,1208
1369843,325
1379360,98
1442044,70
1285290,81
1129707,501
1086750,514
1147262,606
1025605,203
1414158,207
1082079,175
1467510,198
1374892,271
1171352,705
1213246,75
1279131,87
1256386,84
1234220,2195
1008206,573
1267686,421
1470186,123
1233312,267
1279379,148
1431703,494
1339938,377
1010552,321
1237947,732
1175098,530
1066074,206
1045918,61
1226081,51
1148633,444
1441429,498
1291804,472
1305194,106
1327840,113
1320801,181
1467101,270
1473989,223
1466330,408
1390856,39
1120639,68
1279275,59
1166120,92
1128404,64
1252491,44
1328056,416
1452353,381
1353276,116
1297182,22
1469299,28
1129687,175
1362599,359
1245170,551
1098570,38
1452600,33
1194207,39
1023619,88
1254600,121
1157094,203
1165391,35
1131248,32
1383646,190
1288250,96
1476141,79
1401237,50
1383510,80
1433607,57
1098207,189
1453624,243
1089046,160
1306954,1881
1413179,1085
1379869,508
1037218,108
1247919,219
1097438,136
1441938,870
1060769,937
1409283,1116
1397517,133
1220386,120
1297481,260
1309280,936
1013813,715
1087803,1263
1256077,97
1328392,84
1197947,137
1134877,196
1149222,121
1321757,161
1364052,149
1346914,108
1343936,760
1284997,959
1443980,256
1272226,56
1267791,34
1049345,66
1300007,508
1220471,609
1486124,604
1183373,147
1076787,149
1218918,121
1351627,178
1333350,332
1312936,503
1477543,50
1408514,35
1256773,44
1174904,525
1392815,434
1389126,246
1074816,97
1124612,164
1318251,134
1089252,387
1396463,345
1289632,248
1083889,351
1121896,265
1004866,129
1234436,41
1311318,85
1476647,45
1419834,285
1188670,309
1260238,240
1263791,88
1070835,92
1433069,106
1349084,430
1360259,236
1022475,430
1037167,91
1492031,38
1057541,59
1483675,101
1463966,77
1474096,39
1440771,53
1452763,50
1382621,302
1035365,527
1355984,264
1140520,19
1168148,138
1052343,205
1370827,277
1055728,34
1053449,30
1368579,25
1208370,50
1027455,29
1147326,56
1203029,37
1389643,82
1482071,41
1411487,239
1043533,325
1294351,183
1409427,345
1000264,241
1016463,65
1224218,34
1485114,58
1006410,53
1221242,161
1031339,386
1153545,220
1182144,94
1194788,87
1082828,98
1265773,268
1154515,128
1105986,252
1293017,53
1272587,28
1027143,31
1179146,103
1342337,42
1269746,45
1369030,191
1109605,390
1099603,162
1319113,20
1155697,23
1218892,107
1493357,134
1202597,146
1116108,23
1229780,25
1391127,25
1085957,64
1267409,50
1245159,90
1378973,52
1079844,158
1024089,192
1463712,110
1268331,404
1058344,363
1417277,179
1056035,67
1343254,117
1262833,73
1272751,249
1013213,566
1263405,393
1204818,91
1333742,51
1043262,61
1449237,674
1080908,311
1073524,822
1196482,145
1068138,130
1320427,131
1184166,139
1228572,310
1075131,284
1128915,79
1182843,119
1094044,528
1209858,593
1222963,266
1037477,67
1001694,40
1054299,70
1371044,134
1254718,218
1086268,223
1003757,49
1448276,41
1489645,357
1491279,166
1408337,247
1360068,94
1316400,237
1110618,155
1146271,361
1474849,355
1352055,140
1245977,80
1165288,104
1081099,56
1441467,25
1336838,203
1106150,359
1190084,117
1232610,126
1321845,133
1159511,284
1441739,172
1096623,114
1474925,31
1118719,21
1297074,23
1054861,160
1208736,291
1161439,134
1282737,117
1194305,109
1353044,113
1063225,19
1116078,21
1075416,27
1088172,45
1320248,305
1271591,320
1127237,118
1243020,302
1416839,206
1172788,73
1473056,81
1060753,46
1053540,195
1261815,361
1489999,183
1133739,98
1384693,59
1072117,164
1023989,128
1183974,165
1171351,41
1004475,36
1080300,39
1164653,33
1444590,33
1169717,124
1399692,163
1393811,56
1177147,18
1455218,19
1478944,64
1415824,78
1041241,79
1045506,17
1210059,57
1139397,38
1008295,31
1406978,48
1470180,35
1326956,170
1268964,206
1267165,1100
1414458,469
1105486,305
1246396,39
1223814,68
1208097,60
1426257,462
1402266,591
1273610,892
1082679,152
1061395,150
1448891,217
1121802,319
1017920,372
1220913,571
1201769,49
1214790,41
1055980,35
1143296,37
1161381,58
1049400,47
1388858,99
1367157,64
1056911,55
1363870,477
1206999,408
1220962,125
1244866,29
1161719,22
1492231,207
1492759,248
1408726,272
1337818,121
1136894,109
1050836,103
1157808,142
1438743,243
1092027,318
1286976,37
1244383,26
1220086,29
1014137,267
1460613,123
1269949,75
1022949,46
1118546,89
1006832,242
1461216,219
1333438,196
1014151,638
1196661,403
1072688,99
1161832,31
1146287,67
1329636,39
1113345,438
1079296,404
1245711,255
1312378,130
1280461,159
1132214,217
1013410,307
1315890,308
1453825,372
1137590,22
1046820,15
1100813,23
1213133,33
1119887,24
1339495,37
1172173,30
1250692,29
1000962,401
1122867,516
1367068,176
1181254,18
1411654,69
1154407,91
1477833,33
1422724,29
1112704,120
1346146,163
1108405,290
1194904,54
1448084,54
1266676,31
1099057,58
1188584,288
1230753,270
1237054,253
1161084,316
1401228,255
1493372,104
1395665,40
1002279,105
1424621,64
1256602,203
1390004,299
1146927,217
1057232,48
1319822,51
1353668,47
1157084,392
1115935,230
1033089,539
1090029,84
1464617,82
1209279,65
